imdbid,title,id,year,rating
2304517,Bikini Spring Break,4342,2012,3
1077368,Dark Shadows,3253,2012,3
1486192,"Raven, The",3260,2012,1
1074638,Skyfall,3632,2012,3
1531901,Byzantium,4371,2012,3
2061712,Interview with a Hitman,4384,2012,1
1772341,Wreck-It Ralph,3650,2012,3
1232200,That&#39;s My Boy,3282,2012,1
2404153,A Halloween Puppy,5479,2012,2
1945062,About Cherry,4043,2012,3
2088714,Call Me Kuchu,4776,2012,3
1591071,Qwerty,3696,2012,3
2147550,Das Leben ist nichts fur Feiglinge,4068,2012,3
2318360,Morgana,5186,2012,3
1234719,Red Dawn,3716,2012,1
1591479,Act of Valor,4825,2012,0
1336608,Rock of Ages,3355,2012,3
1854236,Den skaldede frisor,4092,2012,3
1926992,Goodbye,3367,2012,3
2179121,Le prenom,4096,2012,3
1790885,Zero Dark Thirty,3737,2012,3
1232829,21 Jump Street,3380,2012,2
2034761,Journey to the Christmas Star,6608,2012,3
1928337,Mine Games,5894,2012,3
1597522,Asterix and Obelix: God Save Britannia,6993,2012,1
2328503,Ko-ri-a,7043,2012,3
1823125,Greetings from Tim Buckley,7155,2012,2
1555093,"Seasoning House, The",6464,2012,3
2062969,L&#39;enfant d&#39;en haut,6538,2012,2
903624,"Hobbit: An Unexpected Journey, The",3746,2012,0
948470,"Amazing Spider-Man, The",3399,2012,2
1764183,Arbitrage,3764,2012,2
485985,Red Tails,3010,2012,2
1621045,Think Like a Man,4875,2012,3
2125435,Beasts of the Southern Wild,3407,2012,3
1770734,Shadow Dancer,5600,2012,3
1758830,This Is 40,3776,2012,3
1637725,Ted,3415,2012,2
2081178,Bad Parents,5250,2012,3
1602620,Amour,3780,2012,3
1930294,Black Rock,4151,2012,3
1853728,Django Unchained,3792,2012,1
2366450,Stories We Tell,4536,2012,3
1855199,End of Watch,5270,2012,3
2076850,Flukt,4913,2012,3
404978,Gambit,4176,2012,1
1596350,This Means War,3055,2012,2
2119383,As High as the Sky,5645,2012,3
1430615,Big Miracle,3067,2012,3
1838544,Gone,3071,2012,3
1230215,Not Fade Away,3837,2012,3
2191671,Elementary,4208,2012,3
1971352,Compliance,3479,2012,3
1764651,"Expendables 2, The",3483,2012,3
1441951,Quartet,3855,2012,3
1833844,Berberian Sound Studio,3860,2012,1
2354196,Croczilla,4974,2012,0
1840417,"Words, The",3523,2012,1
1343727,Dredd 3D,3532,2012,3
1667353,Mirror Mirror,3152,2012,3
2326087,Girl Vs. Monster,3904,2012,3
1855325,Resident Evil: Retribution,3536,2012,3
2151543,Arachnoquake,3540,2012,3
2393787,Women&#39;s Day (Dzien kobiet),3929,2012,3
1362058,Cockneys vs Zombies,5044,2012,2
1132285,"Factory, The",4308,2012,3
1582507,House at the End of the Street,3572,2012,3
1655416,Mental,3581,2012,3
1047540,Parental Guidance,4320,2012,3
1922777,Sinister,3589,2012,2
1258972,"Man with the Iron Fists, The",4329,2012,1
1226240,A Late Quartet,3964,2012,3
1371111,Cloud Atlas,3593,2012,3
1535438,Hope Springs,3622,2012,3
1885331,Paris-Manhattan,4361,2012,3
2387222,All I Want Is Everything,3627,2012,3
1885300,Best Man Down,5109,2012,3
1900908,Klip,4742,2012,3
1700808,Fast Girls,3272,2012,3
2298820,La cinquieme saison,4016,2012,3
1757746,Extracted,4746,2012,1
1645170,"Dictator, The",3289,2012,1
2070776,Populaire,4033,2012,3
443272,Lincoln,3664,2012,3
2287655,Bitchkram,4037,2012,3
2082197,Barfi!,3669,2012,2
1735898,Snow White and the Huntsman,3297,2012,3
2392261,"Lizzie Bennet Diaries, The",4405,2012,3
1836202,Das Wochenende,4042,2012,3
2175927,American Warships,5152,2012,3
1674773,Hannah Arendt,3678,2012,3
2115295,Ginger and Rosa,3690,2012,3
1764645,In The Dark Half,5168,2012,3
2008602,Privacy,3699,2012,3
2178941,Barbara,3338,2012,3
1862079,Safety Not Guaranteed,3351,2012,3
1403214,Paradies: Liebe,4091,2012,3
1381404,"Company You Keep, The",4465,2012,1
2008633,Radio Rebel,4469,2012,3
1781769,Anna Karenina,3736,2012,2
1217209,Brave,3379,2012,3
1920945,Good Vibrations,5562,2012,3
598828,One for the Money,6627,2012,3
1872818,Liberal Arts,6664,2012,1
1928335,Kill &#39;em All,6005,2012,1
1545106,Vamps,7083,2012,3
2205697,Stuck in Love,6075,2012,3
2147319,Heruta sukeruta,6803,2012,3
2592512,"Happy Caterpillars, The",7543,2012,1
1276419,A Royal Affair,6850,2012,3
2190367,Neighboring Sounds,6181,2012,3
455323,Being Flynn,6203,2012,1
2318625,Out in the Dark,7656,2012,0
1942989,"Citizen, The",6960,2012,1
2346744,Cigarette Ki Tarah,3744,2012,3
1716777,People Like Us,3386,2012,3
1673434,"Twilight Saga: Breaking Dawn - Part 2, The",3755,2012,3
1760967,Ill Manors,3759,2012,3
2046090,Fin,4861,2012,3
454876,Life of Pi,3775,2012,1
1699498,Lake Effects,3418,2012,3
2005156,BearCity 2: The Proposal,3422,2012,3
2189240,Cybergeddon,5612,2012,3
1730189,Blood Fare,3426,2012,1
1859650,To Rome With Love,3434,2012,2
2181931,English Vinglish,3806,2012,3
1217213,Tinkerbell and the Secret of the Wings,3814,2012,3
1733114,Cheesecake Casserole,4187,2012,3
1977739,Call Girl,3824,2012,3
2678152,Wireboy,5657,2012,1
2504614,"Swing, The",4946,2012,3
1478804,Four Assassins,4207,2012,1
1611224,Abraham Lincoln: Vampire Hunter,3478,2012,3
1194577,"Door, The",3854,2012,3
1726669,Killer Joe,3486,2012,2
1839654,"Magic of Belle Isle, The",3859,2012,3
2322603,Strike Witches - The Movie,3864,2012,3
1659337,"Perks of Being a Wallflower, The",3870,2012,3
2101441,Spring Breakers,3874,2012,3
1857718,Gyo,4985,2012,3
431021,"Possession, The",3513,2012,3
2216240,Kapringen,5008,2012,1
1386703,Total Recall,3535,2012,1
2094064,Much Ado About Nothing,4273,2012,3
1477855,Hyde Park on Hudson,3908,2012,2
2142955,Stars Above,3912,2012,3
1034314,Iron Sky,3164,2012,3
2258281,Beyond the Hills,3924,2012,3
1525366,Grabbers,5035,2012,3
1791614,Struck by Lightning,4299,2012,3
2105044,V/H/S,3933,2012,1
2098628,Augustine,4303,2012,3
1440129,Battleship,3192,2012,1
1935902,"Brass Teapot, The",5760,2012,3
2040560,"Pact, The",3575,2012,3
1492841,Foreign Letters,3580,2012,3
2093109,Escape Fire: The Fight to Rescue American Healthcare,5768,2012,3
1931533,Seven Psychopaths,3588,2012,1
2108546,Jackie,5420,2012,3
1855401,Tim and Eric&#39;s Billion Dollar Movie,4336,2012,0
850677,Jack and Diane,3601,2012,3
1613750,Kon-Tiki,3980,2012,0
2150332,Renoir,4348,2012,3
1586265,What to Expect When You&#39;re Expecting,3275,2012,3
1900854,Comes a Bright Day,5477,2012,0
1409024,Men in Black III,3284,2012,1
1842356,Entity,5489,2012,3
1568338,Man on a Ledge,3296,2012,1
2097307,Hit and Run,4404,2012,3
1446714,Prometheus,3301,2012,3
1816518,Ernest &amp; Celestine,5155,2012,1
1673697,"Sapphires, The",3689,2012,3
1595656,To the Wonder,4061,2012,3
1817273,"Place Beyond the Pines, The",4074,2012,1
1866249,"Sessions, The",3710,2012,2
1745686,Die Wand,5538,2012,0
1920849,Bachelorette,3718,2012,3
1924394,"Angels&#39; Share, The",4094,2012,1
2098627,Attack of the 50ft Cheerleader,3726,2012,3
2109184,Paranormal Activity 4,4468,2012,3
2168910,Cocktail,3735,2012,3
1781840,Jayne Mansfield&#39;s Car,4106,2012,3
2215395,Paulette,4843,2012,3
1942798,Alien Tornado,6658,2012,3
1801123,Travelling Salesman,6694,2012,0
1965065,Save the Date,5980,2012,2
1645155,Erased,6016,2012,1
2139843,Electrick Children,6378,2012,3
2368749,Despues de Lucia,6742,2012,3
2509008,Vattnet,7149,2012,0
1753722,2 Coelhos,6443,2012,1
1764625,Tad: The Lost Explorer,5785,2012,1
1769363,"Giant Mechanical Man, The",5805,2012,3
1976633,"Occupants, The",6569,2012,0
1915581,Magic Mike,3385,2012,3
1707386,Les Miserables,3749,2012,3
975645,Hitchcock,3754,2012,2
1615065,Savages,3397,2012,3
2347569,Frances Ha,4136,2012,3
2523692,Decay,5240,2012,3
1758575,Blue Like Jazz,4881,2012,3
2112131,Dabangg 2,3778,2012,1
1601913,"Grey, The",3024,2012,0
2435166,White Alligator,5610,2012,3
1397280,Taken 2,3790,2012,2
1706593,Chronicle,3037,2012,1
2243621,Snow Queen,5264,2012,3
2023690,Sightseers,3794,2012,3
1345836,"Dark Knight Rises, The",3437,2012,1
1874789,Supporting Characters,4538,2012,2
2258337,Eega,3809,2012,2
1800741,Step Up Revolution,3445,2012,3
1995341,It&#39;s a Disaster,4551,2012,3
1045658,Silver Linings Playbook,3818,2012,3
1298649,"Watch, The",3453,2012,2
1848902,Game Change,3823,2012,3
2243973,Hannibal,4190,2012,3
2313197,"Batman: The Dark Knight Returns, part 1",3835,2012,3
1194173,"Bourne Legacy, The",3469,2012,3
1655460,Wanderlust,3473,2012,3
1996264,"For a Good Time, Call...",3477,2012,3
1480656,Cosmopolis,3481,2012,1
1212450,Lawless,3485,2012,1
1656190,Safe,3869,2012,1
1547234,Premium Rush,3497,2012,3
1713476,"Bay, The",4976,2012,1
1392170,"Hunger Games, The",3138,2012,3
2077851,Sleepwalk With Me,3521,2012,2
1954780,Rise of the Animals,3894,2012,3
1646987,Wrath of the Titans,3150,2012,1
1907668,Flight,3907,2012,3
1839492,Ruby Sparks,3538,2012,3
1817676,Girl in Progress,4276,2012,3
1829012,Passion,4280,2012,3
1430626,"Pirates! Band of Misfits, The",3167,2012,1
2185503,Snackbar,3171,2012,1
2107835,"Skinny, The",3178,2012,3
1276104,Looper,3562,2012,1
1496422,"Paperboy, The",4663,2012,3
1978480,Mosquita y Mari,3940,2012,3
1748260,Tiger Eyes,5759,2012,3
2106739,Gayby,3574,2012,3
1822302,Sassy Pants,4314,2012,3
1844025,Sadako 3D,5407,2012,3
2245195,"History of Future Folk, The",5054,2012,2
1981677,Pitch Perfect,3578,2012,3
848228,"Avengers, The",3205,2012,1
860907,Evangelion: 3.0 You Can (Not) Redo,4318,2012,3
1996310,Lore,3953,2012,3
1195478,"Five-Year Engagement, The",3209,2012,3
1142977,Frankenweenie,3587,2012,0
2107648,Ahi va el diablo,5066,2012,3
837562,Hotel Transylvania,3591,2012,3
1524137,Contraband,3979,2012,3
2008562,Le grand soir,3983,2012,1
1995304,Fat Kid Rules the World,5086,2012,0
2328749,Steel Magnolias,5098,2012,3
1658837,"Tall Man, The",3624,2012,3
1024648,Argo,3633,2012,3
938330,Silent Hill: Revelation 3D,3638,2012,3
2140203,Okami kodomo no ame to yuki,4744,2012,3
2063781,Smashed,3653,2012,3
1991245,Chernobyl Diaries,3287,2012,1
763831,A Thousand Words,5492,2012,2
1783732,John Dies at the End,4432,2012,1
1876451,Sparkle,3709,2012,3
2106476,Jagten,4081,2012,2
2396701,"Haunting of Whaley House, The",4818,2012,3
2024519,"Broken Circle Breakdown, The",4085,2012,3
1748122,Moonrise Kingdom,3348,2012,3
1954701,Oh Boy,4093,2012,1
1821480,Kahaani,3729,2012,3
1602472,2 Days in New York,4101,2012,3
1701215,Future Weather,3733,2012,3
2446108,Monster High: Ghoul&#39;s Rule,4105,2012,3
1918806,Entrance,5212,2012,3
1845849,Price Check,3743,2012,3
2450440,"Last of Robin Hood, The",6966,2013,3
2201548,A Teacher,7694,2013,3
3321254,Barbie &amp; Her Sisters in a Pony Tale,5895,2013,3
1838520,"Truth About Emanuel, The",5903,2013,3
1931602,Very Good Girls,7716,2013,3
2084989,Upstream Color,6693,2013,0
2389182,Cheap Thrills,7424,2013,1
1714206,"Spectacular Now, The",5987,2013,2
2555268,Maidentrip,6709,2013,3
1181840,Jack and the Cuckoo-Clock Heart,6377,2013,3
2316411,Enemy,6753,2013,1
2306299,Vikings,7500,2013,3
2991224,Tangerines,7533,2013,0
2508258,First Period,6458,2013,3
2083355,"Best Man Holiday, The",5788,2013,3
2524674,Wetlands,6167,2013,3
2217458,Flores Raras,5829,2013,3
2386278,Haunt,5841,2013,3
2520512,Maron,6592,2013,0
2969656,Gam-si-ja-deul,4855,2013,3
2179116,"Kings of Summer, The",5576,2013,2
2617828,Freier Fall,4125,2013,1
2543508,Life Inside Out,5587,2013,3
481499,"Croods, The",4133,2013,3
2312390,"Gamers: Hands of Fate, The",4508,2013,3
1322269,August: Osage County,4880,2013,3
1462900,"Grandmaster, The",4156,2013,1
2167266,Tracks,5622,2013,3
1854564,Percy Jackson: Sea of Monsters,4906,2013,3
1480295,Killing Season,4537,2013,1
2981768,Patema Inverted,5626,2013,0
1206543,Out of the Furnace,4910,2013,1
1160996,"Colony, The",4542,2013,1
2527186,All Cheerleaders Die,5630,2013,3
1951261,"Hangover part 3, The",4181,2013,2
2094762,And Now a Word from Our Sponsor,4189,2013,3
2263944,Dragon Ball Z: Battle of Gods,5292,2013,3
1706620,Snowpiercer,5296,2013,3
1869416,Faroeste caboclo,4197,2013,3
1699755,Peeples,4205,2013,3
2309021,We Are What We Are,4948,2013,3
2944454,Riley Rewind,4953,2013,3
2234155,"Internship, The",4213,2013,1
1428538,Hansel &amp; Gretel: Witch Hunters,3856,2013,3
2287715,Ego,3861,2013,2
2218003,Closed Circuit,4594,2013,2
2370248,Short Term 12,4598,2013,3
1606378,A Good Day to Die Hard,4975,2013,1
1453405,Monsters University,4256,2013,1
2403419,For Elisa,4996,2013,3
1847746,"German Doctor, The",5714,2013,3
2446502,Zombie Hunter,5001,2013,3
2908228,My Little Pony: Equestria Girls,4266,2013,3
816442,"Book Thief, The",5014,2013,3
1210819,"Lone Ranger, The",4279,2013,1
2656122,Nashorn im Galopp,5374,2013,0
2401711,O Tempo e o Vento,4642,2013,3
2315200,"Les garcons et Guillaume, a table!",5022,2013,1
2457282,Madoka Magica: Rebellion Story,5026,2013,3
2024544,12 Years a Slave,5033,2013,3
1700845,"Invisible Woman, The",5746,2013,3
2234222,Orphan Black,5037,2013,3
1821549,Nebraska,4658,2013,3
2234261,"Love Punch, The",5754,2013,3
2243389,I&#39;m So Excited,4305,2013,2
1483324,At Middleton,5758,2013,3
2334879,White House Down,4309,2013,2
1979320,Rush,5061,2013,1
1623205,Oz the Great and Powerful,3961,2013,3
1663662,Pacific Rim,4334,2013,1
1813609,A Haunting at Silver Falls,4701,2013,3
2101341,Dead Man Down,3978,2013,3
3183630,"Boy and the World, The",5085,2013,0
1837703,"Fifth Estate, The",4714,2013,1
2369396,Bounty Killer,5097,2013,3
1985019,Austenland,5106,2013,3
1602613,Only God Forgives,4367,2013,3
1985966,Cloudy with a Chance of Meatballs 2,5110,2013,3
2201221,Some Girl(s),5114,2013,1
3066242,RWBY,4739,2013,3
1814621,Admission,4012,2013,3
2147728,I Used to Be Darker,4743,2013,3
1869716,"East, The",4017,2013,3
2302755,Olympus Has Fallen,4021,2013,1
2450186,V/H/S/2,5126,2013,3
1924429,Trance,4025,2013,0
1657510,Gimme Shelter,5131,2013,1
1981115,Thor: The Dark World,4756,2013,3
1821694,Red 2,4393,2013,3
2352488,Interior. Leather Bar.,5491,2013,1
1545660,Knights of Badassdom,5145,2013,3
1213663,"World&#39;s End, The",4414,2013,2
1911644,"Call, The",4051,2013,3
2364949,Touchy Feely,5507,2013,3
1483013,Oblivion,4055,2013,3
1204975,Last Vegas,5161,2013,1
2106550,Mobius,4426,2013,3
2355540,Cutie and the Boxer,5169,2013,0
1758795,"To Do List, The",4431,2013,3
2334873,Blue Jasmine,4435,2013,3
2357263,Pasadena,4072,2013,3
2425486,Gloria,5177,2013,3
2103267,Perfect Mothers,4808,2013,3
2692904,Locke,5527,2013,0
2331143,"Soshite chichi ni naru (Like Father, Like Son)",5190,2013,3
2201251,"Hot Flashes, The",4455,2013,3
2007360,Computer Chess,4461,2013,1
1650554,Kick-Ass 2,4470,2013,3
2083355,"Best Man Holiday, The",5215,2013,3
3078718,"Zoran, il mio nipote scemo",6246,2013,0
2226519,Plush,6272,2013,3
1856010,House of Cards,7026,2013,1
2967286,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,7400,2013,3
3089388,Tim&#39;s Vermeer,6006,2013,2
2358891,La grande bellezza,6415,2013,3
3348476,Uitgesproken,7139,2013,1
2796584,Lost Angel,7151,2013,0
2414766,Frequencies,6437,2013,3
2093270,"Returned, The",6110,2013,3
2820466,Justice League: The Flashpoint Paradox,7207,2013,2
1924396,"Best Offer, The",7585,2013,1
2317225,"Machine, The",5787,2013,3
2392326,Le week-end,6145,2013,1
2334896,"Dirties, The",6559,2013,3
2770480,Remember Sunday,5845,2013,3
3100636,52 Tuesdays,5849,2013,3
2852460,Bends,5853,2013,3
3122122,"Princess Twins of Legendale, The",5861,2013,3
1816608,Another Me,5882,2013,3
1935179,Mud,4115,2013,1
2294629,Frozen,4858,2013,3
2279864,Clear History,4492,2013,2
2034139,"Last Exorcism Part II, The",4132,2013,3
1723121,We&#39;re the Millers,4507,2013,3
1343092,"Great Gatsby, The",4138,2013,3
2226417,Insidious: Chapter 2,4879,2013,2
2991296,Beneath,5604,2013,0
2431286,Philomena,4888,2013,3
2495118,Yip Man: Jung gik yat jin,5613,2013,3
2187115,Pozitia copilului,4155,2013,3
1291580,Behind the Candelabra,4168,2013,1
2664258,UMMAH - Unter Freunden,4540,2013,1
1433811,Disconnect,4545,2013,2
2235902,Geography Club,5637,2013,3
848537,Epic,4180,2013,3
2896036,Vivir es facil con los ojos cerrados,5283,2013,0
993846,"Wolf of Wall Street, The",4922,2013,3
2054790,Michael Kohlhaas,4553,2013,1
2531258,Once Upon a Time in Vietnam,5641,2013,0
1670345,Now You See Me,4188,2013,1
1905041,Fast and Furious 6,4192,2013,3
2404463,"Heat, The",4196,2013,3
2328549,Dark Touch,5311,2013,3
2395421,Svecenikova djeca,5672,2013,1
2628260,Lost In Living,4212,2013,3
2440362,Sadako 3D 2,5676,2013,3
2140373,Saving Mr. Banks,4965,2013,3
1659338,"Numbers Station, The",4226,2013,1
2718492,Ida,5335,2013,3
2005374,"Frozen Ground, The",4609,2013,3
2580928,Mt. Zion,3883,2013,1
2255372,"Sisters Plotz, The",4261,2013,3
1714915,Only Lovers Left Alive,5000,2013,3
2303110,Jurassic Attack,3900,2013,2
2542420,White Bear,4278,2013,3
2053463,Side Effects,3913,2013,3
1392214,Prisoners,4641,2013,3
2406252,La Venus a la fourrure,5377,2013,0
1937118,Casse-tete chinois,5021,2013,3
2364841,Runner Runner,4653,2013,0
2132285,"Bling Ring, The",4296,2013,3
2545118,Blackfish,5389,2013,3
1690953,Despicable Me 2,4300,2013,3
1171222,Baggage Claim,4661,2013,3
2258858,Wadjda,4304,2013,3
1351685,Jack the Giant Slayer,3955,2013,0
2395417,Still Life,5076,2013,1
2278871,Blue Is the Warmest Color,4704,2013,3
2429414,Hannas Reise,5096,2013,3
2404461,Le Pass&eacute;,5105,2013,3
2017561,Xi you xiang mo pian (Journey to the West),5457,2013,2
1457767,"Conjuring, The",4370,2013,3
2829458,Kyss meg for faen i helvete,5113,2013,3
1860353,Turbo,4375,2013,3
2343371,Amiche da morire,4379,2013,3
2382009,Nymphomaniac: Volume 2,5121,2013,3
2247432,Go for Sisters,4751,2013,3
1430132,"Wolverine, The",4388,2013,3
2599226,An Easter Bunny Puppy,5478,2013,3
1288558,Evil Dead,4024,2013,3
2388759,Love &amp; Air Sex,5140,2013,3
1767354,Odd Thomas,5490,2013,3
2404738,Witching and Bitching,4768,2013,3
2224073,Best Friends Forever,5156,2013,3
453562,42,4054,2013,2
2018086,Camille Claudel 1915,4788,2013,3
1785612,"Punk Singer, The",5518,2013,3
2881698,Skinwalker Ranch,4803,2013,0
1674047,Birdemic 2: The Resurrection,5176,2013,3
2479800,Palo Alto,5526,2013,3
2345567,Haunter,5180,2013,3
1509788,Ass Backwards,4816,2013,3
1272878,2 Guns,4450,2013,1
1858481,Last Passenger,5193,2013,3
1535108,Elysium,4460,2013,3
2752200,Jeune &amp; jolie,4836,2013,3
2296697,Concussion,4840,2013,3
2188560,Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),4473,2013,2
2294189,"Fall, The",4477,2013,3
1528071,Horns,5893,2013,3
2325989,Teen Beach Movie,6647,2013,3
2964334,138 segons. L&#39;enigma Girones,7050,2013,1
1067765,Adult World,6699,2013,3
2991316,Future Shift,5985,2013,3
2202928,Down River,5989,2013,3
2351098,A Picture of You,6727,2013,3
2407574,My mad fat diary,7452,2013,3
2795478,Wastelands,7150,2013,0
1486834,What If,6083,2013,2
1922679,Open Road,6130,2013,3
2304426,"Selfish Giant, The",6892,2013,1
2084093,Ashley,5822,2013,3
2193185,Rewind,6570,2013,1
1667355,3096 Tage,6940,2013,3
2230358,Curse of Chucky,6232,2013,3
1549920,"Last Stand, The",5570,2013,1
2415174,Moving Mountains,4853,2013,3
2388821,Zipi y Zape y el club de la canica,5225,2013,0
2350496,"Lunchbox, The",4857,2013,3
1408101,Star Trek Into Darkness,4127,2013,1
2330546,Les Reines du Ring (English: Wrestling Queens),4866,2013,3
2779318,"Day of the Doctor, The",4873,2013,3
2415464,Hansel &amp; Gretel,4878,2013,3
1572315,Texas Chainsaw 3D,4142,2013,3
1716767,"Last Keepers, The",4887,2013,3
1981107,"Young and Prodigious T.S. Spivet, The",5607,2013,3
1654523,Night Train to Lisbon,4891,2013,1
1904996,Parker,4163,2013,3
1245492,This Is the End,4167,2013,1
2349460,Grace Unplugged,5269,2013,3
2016940,Man of Tai Chi,4908,2013,3
2987732,Fack ju Gohte,5273,2013,3
359950,"Secret Life of Walter Mitty, The",4912,2013,3
2309295,Hemlock Grove,4548,2013,3
1170358,"Hobbit: The Desolation of Smaug, The",4921,2013,3
2312718,Homefront,5640,2013,2
1894476,How I Live Now,4925,2013,3
1815862,After Earth,4191,2013,1
2359024,Blue Ruin,5653,2013,3
1980209,Pain &amp; Gain,4195,2013,1
1821641,"Congress, The",5298,2013,3
2229499,Don Jon,4568,2013,3
1321870,Gangster Squad,3836,2013,1
2250234,Dragon Lore: Curse of the Shadow,4203,2013,1
2265534,"Lifeguard, The",5322,2013,3
2184339,"Purge, The",4225,2013,3
2865802,Zum Geburtstag,4604,2013,2
770828,Man of Steel,4238,2013,3
2375574,A Field in England,4608,2013,0
2024432,Identity Thief,3886,2013,2
816711,World War Z,4259,2013,3
2776074,Ang&eacute;lique,5354,2013,3
2265398,Drinking Buddies,4624,2013,3
1311071,Kill Your Darlings,5362,2013,1
2165859,In Fear,5732,2013,0
1682180,Stoker,4281,2013,3
2289538,Elle s&#39;en va,5376,2013,3
2298416,Suzanne,5020,2013,3
2378281,Instructions Not Included,4652,2013,3
2338864,Finsterworld,4656,2013,1
790636,Dallas Buyers Club,4660,2013,3
2281159,Contracted,5400,2013,3
2511190,A Talking Cat!?!,3942,2013,3
2051879,Europa Report,4324,2013,3
1211956,Escape Plan,4689,2013,2
1937390,Nymphomaniac: Volume 1,5067,2013,3
2258345,Fading Gigolo,5428,2013,2
1932718,Thanks for Sharing,5079,2013,2
2194499,About Time,4707,2013,3
1766175,Trap for Cinderella,5436,2013,3
2169322,Finding Mr. Right,5448,2013,1
2724064,Sharknado,4365,2013,3
1982177,Exit Marrakech,4733,2013,2
1821426,Family Weekend,4369,2013,3
2170299,Bad Words,5460,2013,2
2380331,Words and Pictures,5464,2013,3
790736,R.I.P.D.,4382,2013,1
1583421,G.I. Joe: Retaliation,4019,2013,3
2081194,Hansel and Gretel Get Baked,4387,2013,3
1517260,"Host, The",4023,2013,3
2481198,Sunshine on Leith,4759,2013,3
2017020,"Smurfs 2, The",4416,2013,3
1727388,"Way Way Back, The",4420,2013,3
1321511,Oldboy,5167,2013,2
1684233,Welcome to the Punch,4433,2013,1
191181,"Immigrant, The",5525,2013,3
2582008,Meine Schwestern,5188,2013,3
2140577,"Pretty One, The",5542,2013,3
1300854,Iron Man 3,4090,2013,3
1691917,Planes,4463,2013,1
2294677,In a World...,4472,2013,3
2387413,Captain Battle: Legacy War,4476,2013,3
2576852,"Tale of The Princess Kaguya, The",5896,2013,3
884726,Legends of Oz: Dorothy&#39;s Return,5917,2013,3
2866360,Coherence,6686,2013,3
3521332,rastres de s&aacute;ndal,5992,2013,3
1385956,Particle Fever,6004,2013,3
2042583,La jaula de oro,6734,2013,0
1966566,Stalingrad,6750,2013,1
2379082,Monster Pies,7137,2013,2
2831440,Ronny,7141,2013,0
3252208,"Vivian Maier Mystery, The",6082,2013,3
2401715,"Devil&#39;s Violinist, The",6086,2013,3
3074732,Hross i oss,6100,2013,3
1817287,Is the Man Who Is Tall Happy?,6483,2013,0
3306776,Bayonetta: Bloody Fate,7204,2013,3
2207050,Bicycling with Moli&egrave;re,6138,2013,2
2992146,Young Detective Dee: Rise of the Sea Dragon,6142,2013,2
2085957,Kill for Me,5809,2013,3
1951264,"Hunger Games: Catching Fire, The",4851,2013,3
2195548,Prince Avalanche,4488,2013,0
2013293,Kaze tachinu,5579,2013,3
1798709,Her,4860,2013,2
2220408,Vai que da Certo,4126,2013,1
2319580,"Grand Seduction, The",5589,2013,1
1538403,"Mortal Instruments: City of Bones, The",4509,2013,3
2585078,Summer League,4514,2013,3
1931435,"Big Wedding, The",4145,2013,3
1327773,Lee Daniels&#39; The Butler,4522,2013,3
2651924,"Hit Girl, The",4166,2013,3
2244901,I Give it a Year,5268,2013,3
2113681,"100-Year-Old Man Who Climbed Out the Window and Disappeared, The",5272,2013,1
1800241,American Hustle,4911,2013,3
1411250,Riddick,4543,2013,0
2332579,Crystal Fairy &amp; the Magical Cactus and 2012,4924,2013,3
2333804,"Zero Theorem, The",5647,2013,0
3106846,Gabrielle,5652,2013,3
1711425,21 &amp; Over,4194,2013,1
1229340,Anchorman 2: The Legend Continues,5309,2013,3
2166616,Wrong Cops,5670,2013,1
1426329,Lovelace,4583,2013,3
2023587,Mama,3853,2013,3
1588173,Warm Bodies,3862,2013,2
2094877,Haute Cuisine,4603,2013,3
2457282,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,4980,2013,3
2404311,"Family, The",4607,2013,3
1335975,47 Ronin,4989,2013,2
2288044,300 Worte Deutsch,5707,2013,3
2312890,Afternoon Delight,4619,2013,3
2818348,Saige Paints the Sky,4627,2013,3
2209418,Before Midnight,4272,2013,3
2101473,"Physician, The",5011,2013,1
1545754,Are You Here,5727,2013,3
1702439,Safe Haven,3911,2013,3
1905040,Devil&#39;s Pass,5015,2013,3
1559547,Beautiful Creatures,3915,2013,3
2304771,Mandela: Long Walk to Freedom,5023,2013,1
2364975,Vi ar bast!,4647,2013,3
1939659,Carrie,3923,2013,3
2002718,Machete Kills,4651,2013,3
2027140,L&#39;ecume des jours,4294,2013,3
1454468,Gravity,4655,2013,0
2284766,Mary and Martha,4306,2013,3
765446,Escape from Planet Earth,3949,2013,3
1535109,Captain Phillips,4677,2013,1
1450321,Filth,4681,2013,1
2058107,"Railway Man, The",5062,2013,0
2066133,"Wine of Summer, The",4715,2013,3
2792728,Karlek deluxe,5093,2013,3
790628,"Incredible Burt Wonderstone, The",3996,2013,1
2403029,"Starving Games, The",5111,2013,3
2193215,"Counselor, The",4740,2013,3
3103576,L&#39;amour est un crime parfait,5119,2013,2
1731141,Ender&#39;s Game,4753,2013,2
2429074,G.B.F.,5480,2013,3
3448098,Beltracchi: The Art of Forgery,5142,2013,1
2395385,1,5150,2013,3
2017038,All is Lost,4777,2013,0
2390361,Enough Said,4781,2013,3
2191701,Grown Ups 2,4419,2013,2
1951216,"Look of Love, The",5162,2013,3
2499414,Best Night Ever,5520,2013,3
2334649,Fruitvale Station,4436,2013,3
1913178,"Crown and the Dragon, The",4440,2013,3
2042568,Inside Llewyn Davis,4814,2013,1
